station,catchment-no,district,latitude,longitude
narena*-jaipur,406.0,jaipur,,
phagi*-jaipur,406.0,jaipur,,
amber-jaipur,406.0,jaipur,"260 59"" N","750 52"" E"
bairath-jaipur,403.0,jaipur,"270 27"" N","760 11"" E"
bassi-jaipur,406.0,jaipur,"260 50"" N","760 04"" E"
chaksu-jaipur,406.0,jaipur,"260 36"" N","750 57"" E"
chomu-jaipur,600.0,jaipur,"270 10"" N","750 43"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"260 41"" N","750 14"" E"
jaipur-jaipur,406.0,jaipur,"260 55"" N","760 50"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"270 04"" N","760 02"" E"
kotputli-jaipur,403.0,jaipur,"270 43"" N","760 13"" E"
naraina-jaipur,406.0,jaipur,"260 48"" N","750 13"" E"
paota-jaipur,403.0,jaipur,"260 52"" N","760 56"" E"
phagi-jaipur,406.0,jaipur,"260 35"" N","750 34"" E"
phulera-jaipur,406.0,jaipur,"260 45"" N","750 14"" E"
sambhar-jaipur,600.0,jaipur,"260 55"" N","750 11"" E"
sanganer-jaipur,406.0,jaipur,"260 48"" N","750 47"" E"
shahpura-jaipur,,jaipur,,
kanota*-jaipur,406.0,jaipur,"260 53"" N","750 57"" E"
jaipur*-jaipur,406.0,jaipur,"260 55"" N","760 50"" E"
ramgarh dam*-jaipur,406.0,jaipur,"270 02"" N","760 02"" E"
chapparwara*-jaipur,406.0,jaipur,"260 37"" N","750 15"" E"
taskola*-jaipur,406.0,jaipur,,
narena*-jaipur,406.0,jaipur,,
phagi*-jaipur,406.0,jaipur,,
amber-jaipur,406.0,jaipur,"260 59"" N","750 52"" E"
bairath-jaipur,403.0,jaipur,"270 27"" N","760 11"" E"
bassi-jaipur,406.0,jaipur,"260 50"" N","760 04"" E"
chaksu-jaipur,406.0,jaipur,"260 36"" N","750 57"" E"
chomu-jaipur,600.0,jaipur,"270 10"" N","750 43"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"260 41"" N","750 14"" E"
jaipur-jaipur,406.0,jaipur,"260 55"" N","760 50"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"270 04"" N","760 02"" E"
kotputli-jaipur,403.0,jaipur,"270 43"" N","760 13"" E"
naraina-jaipur,406.0,jaipur,"260 48"" N","750 13"" E"
paota-jaipur,403.0,jaipur,"260 52"" N","760 56"" E"
phagi-jaipur,406.0,jaipur,"260 35"" N","750 34"" E"
phulera-jaipur,406.0,jaipur,"260 45"" N","750 14"" E"
sambhar-jaipur,600.0,jaipur,"260 55"" N","750 11"" E"
samod-jaipur,406.0,jaipur,"270 10"" N","750 45"" E"
sanganer-jaipur,406.0,jaipur,"260 48"" N","750 47"" E"
shahpura-jaipur,,jaipur,,
kanota*-jaipur,406.0,jaipur,"260 53"" N","750 57"" E"
jaipur*-jaipur,406.0,jaipur,"260 55"" N","760 50"" E"
ramgarh dam*-jaipur,406.0,jaipur,"270 02"" N","760 02"" E"
chapparwara*-jaipur,406.0,jaipur,"260 37"" N","750 15"" E"
taskola*-jaipur,406.0,jaipur,,
narena*-jaipur,406.0,jaipur,,
amber-jaipur,406.0,jaipur,"260 59"" N","750 52"" E"
bairath-jaipur,403.0,jaipur,"270 27"" N","760 11"" E"
bassi-jaipur,406.0,jaipur,"260 50"" N","760 04"" E"
chaksu-jaipur,406.0,jaipur,"260 36"" N","750 57"" E"
chomu-jaipur,600.0,jaipur,"270 10"" N","750 43"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"260 41"" N","750 14"" E"
jaipur-jaipur,406.0,jaipur,"260 55"" N","760 50"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"270 04"" N","760 02"" E"
kotputli-jaipur,403.0,jaipur,"270 43"" N","760 13"" E"
naraina-jaipur,406.0,jaipur,"260 48"" N","750 13"" E"
paota-jaipur,403.0,jaipur,"260 52"" N","760 56"" E"
phagi-jaipur,406.0,jaipur,"260 35"" N","750 34"" E"
phulera-jaipur,406.0,jaipur,"260 45"" N","750 14"" E"
sambhar-jaipur,600.0,jaipur,"260 55"" N","750 11"" E"
samod-jaipur,406.0,jaipur,"270 10"" N","750 45"" E"
sanganer-jaipur,406.0,jaipur,"260 48"" N","750 47"" E"
shahpura-jaipur,,jaipur,,
kanota*-jaipur,406.0,jaipur,"260 53"" N","750 57"" E"
jaipur*-jaipur,406.0,jaipur,"260 55"" N","760 50"" E"
ramgarh dam*-jaipur,406.0,jaipur,"270 02"" N","760 02"" E"
chapparwara*-jaipur,406.0,jaipur,"260 37"" N","750 15"" E"
taskola*-jaipur,406.0,jaipur,,
amber-jaipur,406.0,jaipur,"260 59"" N","750 52"" E"
bairath-jaipur,403.0,jaipur,"270 27"" N","760 11"" E"
bassi-jaipur,406.0,jaipur,"260 50"" N","760 04"" E"
chaksu-jaipur,406.0,jaipur,"260 36"" N","750 57"" E"
chomu-jaipur,600.0,jaipur,"270 10"" N","750 43"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"260 41"" N","750 14"" E"
jaipur-jaipur,406.0,jaipur,"260 55"" N","760 50"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"270 04"" N","760 02"" E"
kotputli-jaipur,403.0,jaipur,"270 43"" N","760 13"" E"
naraina-jaipur,406.0,jaipur,"260 48"" N","750 13"" E"
paota-jaipur,403.0,jaipur,"260 52"" N","760 56"" E"
phagi-jaipur,406.0,jaipur,"260 35"" N","750 34"" E"
phulera-jaipur,406.0,jaipur,"260 45"" N","750 14"" E"
sambhar-jaipur,600.0,jaipur,"260 55"" N","750 11"" E"
samod-jaipur,406.0,jaipur,"270 10"" N","750 45"" E"
sanganer-jaipur,406.0,jaipur,"260 48"" N","750 47"" E"
shahpura-jaipur,,jaipur,,
kanota*-jaipur,406.0,jaipur,"260 53"" N","750 57"" E"
jaipur*-jaipur,406.0,jaipur,"260 55"" N","760 50"" E"
ramgarh dam*-jaipur,406.0,jaipur,,
chapparwara*-jaipur,406.0,jaipur,,
taskola*-jaipur,406.0,jaipur,,
amber-jaipur,406.0,jaipur,"260 59"" N","750 52"" E"
bairath-jaipur,403.0,jaipur,"270 27"" N","760 11"" E"
bassi-jaipur,406.0,jaipur,"260 50"" N","760 04"" E"
chaksu-jaipur,406.0,jaipur,"260 36"" N","750 57"" E"
chomu-jaipur,600.0,jaipur,"270 10"" N","750 43"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"260 41"" N","750 14"" E"
jaipur-jaipur,406.0,jaipur,"260 55"" N","760 50"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"270 04"" N","760 02"" E"
kotputli-jaipur,403.0,jaipur,"270 43"" N","760 13"" E"
naraina-jaipur,406.0,jaipur,"260 48"" N","750 13"" E"
paota-jaipur,403.0,jaipur,"260 52"" N","760 56"" E"
phagi-jaipur,406.0,jaipur,"260 35"" N","750 34"" E"
phulera-jaipur,406.0,jaipur,"260 45"" N","750 14"" E"
sambhar-jaipur,600.0,jaipur,"260 55"" N","750 11"" E"
samod-jaipur,406.0,jaipur,"270 10"" N","750 45"" E"
sanganer-jaipur,406.0,jaipur,"260 48"" N","750 47"" E"
shahpura-jaipur,,jaipur,,
kanota*-jaipur,406.0,jaipur,"260 53"" N","750 57"" E"
jaipur*-jaipur,406.0,jaipur,"260 55"" N","760 50"" E"
ramgarh dam*-jaipur,406.0,jaipur,,
chapparwara*-jaipur,406.0,jaipur,,
taskola*-jaipur,406.0,jaipur,,
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
paota-jaipur,403.0,jaipur,"26052"" N","76056"" E"
phagi-jaipur,406.0,jaipur,"26035"" N","75034"" E"
phulera-jaipur,406.0,jaipur,"26045"" N","75014"" E"
sambhar-jaipur,600.0,jaipur,"26055"" N","75011"" E"
samod-jaipur,406.0,jaipur,"27010"" N","75045"" E"
sanganer-jaipur,406.0,jaipur,"26048"" N","75047"" E"
kanota*-jaipur,406.0,jaipur,"26053"" N","75057"" E"
shahpura-jaipur,,jaipur,,
jaipur*-jaipur,406.0,jaipur,"26055"" N","76050"" E"
ramgarh*-jaipur,406.0,jaipur,,
chapparwara*-jaipur,406.0,jaipur,,
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
paota-jaipur,403.0,jaipur,"26052"" N","76056"" E"
phagi-jaipur,406.0,jaipur,"26035"" N","75034"" E"
phulera-jaipur,406.0,jaipur,"26045"" N","75014"" E"
sambhar-jaipur,600.0,jaipur,"26055"" N","75011"" E"
samod-jaipur,406.0,jaipur,"27010"" N","75045"" E"
sanganer-jaipur,406.0,jaipur,"26048"" N","75047"" E"
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
paota-jaipur,403.0,jaipur,"26052"" N","76056"" E"
phagi-jaipur,406.0,jaipur,"26035"" N","75034"" E"
phulera-jaipur,406.0,jaipur,"26045"" N","75014"" E"
sambhar-jaipur,600.0,jaipur,"26055"" N","75011"" E"
samod-jaipur,406.0,jaipur,"27010"" N","75045"" E"
sanganer-jaipur,406.0,jaipur,"26048"" N","75047"" E"
kanota*-jaipur,406.0,jaipur,"26053"" N","75056"" E"
shahpura-jaipur,,jaipur,,
jaipur*-jaipur,406.0,jaipur,"26055"" N","75050"" E"
ramgarh dam*-jaipur,406.0,jaipur,"27004"" N","76002"" E"
chapparwara*-jaipur,406.0,jaipur,"26039"" N","75014"" E"
taskola*-jaipur,406.0,jaipur,,
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
paota-jaipur,403.0,jaipur,"26052"" N","76056"" E"
phagi-jaipur,406.0,jaipur,"26035"" N","75034"" E"
phulera-jaipur,406.0,jaipur,"26045"" N","75014"" E"
sambhar-jaipur,600.0,jaipur,"26055"" N","75011"" E"
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
amber-jaipur,406.0,jaipur,"260 59"" N","750 52"" E"
bairath-jaipur,403.0,jaipur,"270 27"" N","760 11"" E"
bassi-jaipur,406.0,jaipur,"260 50"" N","760 04"" E"
chaksu-jaipur,406.0,jaipur,"260 36"" N","750 57"" E"
chomu-jaipur,600.0,jaipur,"270 10"" N","750 43"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"260 41"" N","750 14"" E"
jaipur-jaipur,406.0,jaipur,"260 55"" N","760 50"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"270 04"" N","760 02"" E"
kotputli-jaipur,403.0,jaipur,"270 43"" N","760 13"" E"
naraina-jaipur,406.0,jaipur,"260 48"" N","750 13"" E"
paota-jaipur,403.0,jaipur,"260 52"" N","760 56"" E"
phagi-jaipur,406.0,jaipur,"260 35"" N","750 34"" E"
phulera-jaipur,406.0,jaipur,"260 45"" N","750 14"" E"
sambhar-jaipur,600.0,jaipur,"260 55"" N","750 11"" E"
samod-jaipur,406.0,jaipur,"270 10"" N","750 45"" E"
sanganer-jaipur,406.0,jaipur,"260 48"" N","750 47"" E"
jaipur ad. ( a )-jaipur,406.0,jaipur,"260 49"" N","750 48"" E"
chhaparwara *-jaipur,,jaipur,,
hingonia *-jaipur,,jaipur,,
jobner agro-jaipur,600.0,jaipur,"270 00"" N","750 05"" E"
kalakhsagar *-jaipur,,jaipur,,
kanota*-jaipur,406.0,jaipur,"260 53"" N","750 57"" E"
manoharpur-jaipur,,jaipur,,
med-jaipur,,jaipur,,
mokhampura *-jaipur,,jaipur,,
pachor-jaipur,,jaipur,,
rehlava *-jaipur,,jaipur,,
tala-jaipur,,jaipur,,
tunga-jaipur,,jaipur,,
ramgarh dam *-jaipur,,jaipur,,
taksola *-jaipur,,jaipur,,
sagar tank amber *-jaipur,,jaipur,,
shahpura-jaipur,,jaipur,,
jaipur (irri) *-jaipur,,jaipur,,
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
paota-jaipur,403.0,jaipur,"26052"" N","76056"" E"
phagi-jaipur,406.0,jaipur,"26035"" N","75034"" E"
phulera-jaipur,406.0,jaipur,"26045"" N","75014"" E"
sambhar-jaipur,600.0,jaipur,"26055"" N","75011"" E"
samod-jaipur,406.0,jaipur,"27010"" N","75045"" E"
sanganer-jaipur,406.0,jaipur,"26048"" N","75047"" E"
hingonia *-jaipur,,jaipur,,
kanota*-jaipur,406.0,jaipur,"26053"" N","75057"" E"
ramgarh dam *-jaipur,,jaipur,,
taksola *-jaipur,,jaipur,,
sagar tank amber *-jaipur,,jaipur,,
shahpura-jaipur,,jaipur,,
jaipur (irri) *-jaipur,,jaipur,,
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
baswa-jaipur,403.0,jaipur,"27009"" N","76035"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
paota-jaipur,403.0,jaipur,"26052"" N","76056"" E"
phagi-jaipur,406.0,jaipur,"26035"" N","75034"" E"
phulera-jaipur,406.0,jaipur,"26045"" N","75014"" E"
sambhar-jaipur,600.0,jaipur,"26055"" N","75011"" E"
samod-jaipur,406.0,jaipur,"27010"" N","75045"" E"
sanganer-jaipur,406.0,jaipur,"26048"" N","75047"" E"
jaipur (a)-jaipur,406.0,jaipur,"26054"" N","75048"" E"
jaipur ( ad.)-jaipur,406.0,jaipur,"26049"" N","75048"" E"
chhaparwara *-jaipur,,jaipur,,
hingonia *-jaipur,,jaipur,,
jobner agro-jaipur,600.0,jaipur,"27000"" N","75005"" E"
kalakhsagar *-jaipur,,jaipur,,
kanota-jaipur,406.0,jaipur,"26053"" N","75057"" E"
manoharpur-jaipur,,jaipur,,
med-jaipur,,jaipur,,
mokhampura *-jaipur,,jaipur,,
pachor-jaipur,,jaipur,,
rehlava *-jaipur,,jaipur,,
rehwas-jaipur,,jaipur,,
tala-jaipur,,jaipur,,
tunga-jaipur,,jaipur,,
ramgarh dam *-jaipur,,jaipur,,
taksola *-jaipur,,jaipur,,
sagar tank amber *-jaipur,,jaipur,,
shahpura-jaipur,,jaipur,,
jaipur (irri)-jaipur,,jaipur,,
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
baswa-jaipur,403.0,jaipur,"27009"" N","76035"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
paota-jaipur,403.0,jaipur,"26052"" N","76056"" E"
phagi-jaipur,406.0,jaipur,"26035"" N","75034"" E"
phulera-jaipur,406.0,jaipur,"26045"" N","75014"" E"
sambhar-jaipur,600.0,jaipur,"26055"" N","75011"" E"
samod-jaipur,406.0,jaipur,"27010"" N","75045"" E"
sanganer-jaipur,406.0,jaipur,"26048"" N","75047"" E"
jaipur-jaipur,406.0,jaipur,"26054"" N","75048"" E"
jaipur ( ad.)-jaipur,406.0,jaipur,"26049"" N","75048"" E"
chhaparwara-jaipur,,jaipur,,
hingonia-jaipur,,jaipur,,
jobner agro-jaipur,600.0,jaipur,"27000"" N","75005"" E"
kalakhsagar-jaipur,,jaipur,,
kanota-jaipur,406.0,jaipur,"26053"" N","75057"" E"
manoharpur-jaipur,,jaipur,,
med-jaipur,,jaipur,,
mokhampura-jaipur,,jaipur,,
pachor-jaipur,,jaipur,,
rahwas-jaipur,,jaipur,,
rehlava-jaipur,,jaipur,,
tala-jaipur,,jaipur,,
tunga-jaipur,,jaipur,,
shahpura-jaipur,,jaipur,,
sagar tank amber-jaipur,,jaipur,,
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
baswa-jaipur,403.0,jaipur,"27009"" N","76035"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dausa-jaipur,403.0,jaipur,"26054"" N","76020"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
lalsot-jaipur,406.0,jaipur,"26033"" N","76020"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
paota-jaipur,403.0,jaipur,"26052"" N","76056"" E"
phagi-jaipur,406.0,jaipur,"26035"" N","75034"" E"
phulera-jaipur,406.0,jaipur,"26045"" N","75014"" E"
sambhar-jaipur,600.0,jaipur,"26055"" N","75011"" E"
samod-jaipur,406.0,jaipur,"27010"" N","75045"" E"
sanganer-jaipur,406.0,jaipur,"26048"" N","75047"" E"
sikrai-jaipur,403.0,jaipur,"26050"" N","76042"" E"
jaipur-jaipur,406.0,jaipur,"26054"" N","75048"" E"
jaipur ( ad.)-jaipur,406.0,jaipur,"26049"" N","75048"" E"
chhaparwara-jaipur,,jaipur,,
hingonia-jaipur,,jaipur,,
jobner agro-jaipur,600.0,jaipur,"27000"" N","75005"" E"
kalakhsagar-jaipur,,jaipur,,
kanota-jaipur,406.0,jaipur,"26053"" N","75057"" E"
sagar tank-jaipur,,jaipur,,
med-jaipur,,jaipur,,
mokhampura-jaipur,,jaipur,,
pachor-jaipur,,jaipur,,
rahwas-jaipur,,jaipur,,
rehlava-jaipur,,jaipur,,
tala-jaipur,,jaipur,,
virat nagar-jaipur,,jaipur,,
shahpura-jaipur,,jaipur,,
jaipur h.a. (a)-jaipur,,jaipur,,
ramgarh dam *-jaipur,,jaipur,,
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
baswa-jaipur,403.0,jaipur,"27009"" N","76035"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dausa-jaipur,403.0,jaipur,"26054"" N","76020"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
lalsot-jaipur,406.0,jaipur,"26033"" N","76020"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
paota-jaipur,403.0,jaipur,"26052"" N","76056"" E"
phagi-jaipur,406.0,jaipur,"26035"" N","75034"" E"
phulera-jaipur,406.0,jaipur,"26045"" N","75014"" E"
sambhar-jaipur,600.0,jaipur,"26055"" N","75011"" E"
samod-jaipur,406.0,jaipur,"27010"" N","75045"" E"
sanganer-jaipur,406.0,jaipur,"26048"" N","75047"" E"
sikrai-jaipur,403.0,jaipur,"26050"" N","76042"" E"
jaipur (a)-jaipur,406.0,jaipur,"26054"" N","75048"" E"
jaipur ( ad.)-jaipur,406.0,jaipur,"26049"" N","75048"" E"
chhaparwara-jaipur,,jaipur,,
hingonia-jaipur,,jaipur,,
jobner agro-jaipur,600.0,jaipur,"27000"" N","75005"" E"
kalakhsagar-jaipur,,jaipur,,
kanota-jaipur,406.0,jaipur,"26053"" N","75057"" E"
manoharpur-jaipur,,jaipur,,
med-jaipur,,jaipur,,
mokhampura-jaipur,,jaipur,,
pachor-jaipur,,jaipur,,
rahwas-jaipur,,jaipur,,
rehlava-jaipur,,jaipur,,
tala-jaipur,,jaipur,,
tunga-jaipur,,jaipur,,
shahpura-jaipur,,jaipur,,
virat nagar-jaipur,,jaipur,,
sagar tank amber *-jaipur,,jaipur,,
jaipur *-jaipur,,jaipur,,
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
paota-jaipur,403.0,jaipur,"26052"" N","76056"" E"
phagi-jaipur,406.0,jaipur,"26035"" N","75034"" E"
phulera-jaipur,406.0,jaipur,"26045"" N","75014"" E"
sambhar-jaipur,600.0,jaipur,"26055"" N","75011"" E"
samod-jaipur,406.0,jaipur,"27010"" N","75045"" E"
sanganer-jaipur,406.0,jaipur,"26048"" N","75047"" E"
jaipur (a)-jaipur,406.0,jaipur,"26054"" N","75048"" E"
jaipur ( ad.)-jaipur,406.0,jaipur,"26049"" N","75048"" E"
chhaparwara *-jaipur,,jaipur,,
hingonia *-jaipur,,jaipur,,
jobner agro *-jaipur,600.0,jaipur,"27000"" N","75005"" E"
kalakhsagar *-jaipur,,jaipur,,
kanota *-jaipur,406.0,jaipur,"26053"" N","75057"" E"
manoharpur *-jaipur,,jaipur,,
med *-jaipur,,jaipur,,
mokhampura *-jaipur,,jaipur,,
pachor *-jaipur,,jaipur,,
rahwas *-jaipur,,jaipur,,
rehlava *-jaipur,,jaipur,,
tala *-jaipur,,jaipur,,
tunga *-jaipur,,jaipur,,
shahapura-jaipur,,jaipur,,
jaipur *-jaipur,,jaipur,,
sagar tank amber *-jaipur,,jaipur,,
amber-jaipur,406.0,jaipur,"26059"" N","75052"" E"
bairath-jaipur,403.0,jaipur,"27027"" N","76011"" E"
bassi-jaipur,406.0,jaipur,"26050"" N","76004"" E"
baswa-jaipur,403.0,jaipur,"27009"" N","76035"" E"
chaksu-jaipur,406.0,jaipur,"26036"" N","75057"" E"
chomu-jaipur,600.0,jaipur,"27010"" N","75043"" E"
dausa-jaipur,403.0,jaipur,"26054"" N","76020"" E"
dudu ( mozmabad )-jaipur,406.0,jaipur,"26041"" N","75014"" E"
jaipur-jaipur,406.0,jaipur,"26055"" N","76050"" E"
jamwa ramgarh-jaipur,403.0,jaipur,"27004"" N","76002"" E"
kotputli-jaipur,403.0,jaipur,"27043"" N","76013"" E"
lalsot-jaipur,406.0,jaipur,"26033"" N","76020"" E"
naraina-jaipur,406.0,jaipur,"26048"" N","75013"" E"
paota-jaipur,403.0,jaipur,"26052"" N","76056"" E"
phagi-jaipur,406.0,jaipur,"26035"" N","75034"" E"
phulera-jaipur,406.0,jaipur,"26045"" N","75014"" E"
sambhar-jaipur,600.0,jaipur,"26055"" N","75011"" E"
samod-jaipur,406.0,jaipur,"27010"" N","75045"" E"
sanganer-jaipur,406.0,jaipur,"26048"" N","75047"" E"
sikrai-jaipur,403.0,jaipur,"26050"" N","76042"" E"
jaipur (a)-jaipur,406.0,jaipur,"26054"" N","75048"" E"
jaipur ( ad.)-jaipur,406.0,jaipur,"26049"" N","75048"" E"
jaipur *-jaipur,,jaipur,,
shahapura-jaipur,,jaipur,,
jobner agro-jaipur,600.0,jaipur,"27000"" N","75005"" E"
virat nagar-jaipur,,jaipur,,
kanota-jaipur,406.0,jaipur,"26053"" N","75057"" E"
sagar tank-jaipur,,jaipur,,
